date;city;confirmed;deaths
25/07/2020;Macaé;5182;105
24/07/2020;Macaé;5116;104
23/07/2020;Macaé;4895;104
22/07/2020;Macaé;4732;102
21/07/2020;Macaé;4505;101
20/07/2020;Macaé;3770;100
19/07/2020;Macaé;3681;100
17/07/2020;Macaé;3574;97
16/07/2020;Macaé;3583;97
15/07/2020;Macaé;3583;97
14/07/2020;Macaé;3478;97
13/07/2020;Macaé;3469;94
12/07/2020;Macaé;3213;94
11/07/2020;Macaé;3213;94
10/07/2020;Macaé;3197;91
09/07/2020;Macaé;3186;89
08/07/2020;Macaé;2946;88
07/07/2020;Macaé;2730;87
06/07/2020;Macaé;2547;85
05/07/2020;Macaé;2503;84
04/07/2020;Macaé;2454;84
03/07/2020;Macaé;2429;82
02/07/2020;Macaé;2404;79
01/07/2020;Macaé;2389;79
30/06/2020;Macaé;2371;77
29/06/2020;Macaé;2371;77
28/06/2020;Macaé;2261;75
27/06/2020;Macaé;2047;75
26/06/2020;Macaé;2034;73
25/06/2020;Macaé;1944;72
24/06/2020;Macaé;1883;69
23/06/2020;Macaé;1853;69
22/06/2020;Macaé;1785;64
21/06/2020;Macaé;1757;64
20/06/2020;Macaé;1742;64
19/06/2020;Macaé;1690;62
18/06/2020;Macaé;1597;62
17/06/2020;Macaé;1593;58
16/06/2020;Macaé;1584;57
15/06/2020;Macaé;1584;54
14/06/2020;Macaé;1462;54
13/06/2020;Macaé;1473;50
12/06/2020;Macaé;1506;50
11/06/2020;Macaé;1434;46
10/06/2020;Macaé;1400;45
09/06/2020;Macaé;1450;43
08/06/2020;Macaé;1234;42
07/06/2020;Macaé;1209;41
06/06/2020;Macaé;1040;41
05/06/2020;Macaé;983;38
04/06/2020;Macaé;942;37
03/06/2020;Macaé;916;36
02/06/2020;Macaé;902;32
01/06/2020;Macaé;904;30
31/05/2020;Macaé;837;28
30/05/2020;Macaé;768;27
29/05/2020;Macaé;720;24
28/05/2020;Macaé;682;24
27/05/2020;Macaé;626;24
26/05/2020;Macaé;227;24
25/05/2020;Macaé;213;18
24/05/2020;Macaé;189;17
23/05/2020;Macaé;189;17
22/05/2020;Macaé;189;17
21/05/2020;Macaé;189;17
20/05/2020;Macaé;188;16
19/05/2020;Macaé;188;16
18/05/2020;Macaé;188;16
17/05/2020;Macaé;112;16
16/05/2020;Macaé;112;16
15/05/2020;Macaé;112;16
14/05/2020;Macaé;112;16
13/05/2020;Macaé;110;15
12/05/2020;Macaé;110;14
11/05/2020;Macaé;107;14
10/05/2020;Macaé;106;14
09/05/2020;Macaé;106;14
08/05/2020;Macaé;103;14
07/05/2020;Macaé;53;14
06/05/2020;Macaé;50;14
05/05/2020;Macaé;50;14
04/05/2020;Macaé;50;14
03/05/2020;Macaé;49;13
02/05/2020;Macaé;48;12
01/05/2020;Macaé;47;10
30/04/2020;Macaé;44;9
29/04/2020;Macaé;42;8
28/04/2020;Macaé;42;8
27/04/2020;Macaé;41;8
26/04/2020;Macaé;41;8
25/04/2020;Macaé;40;8
24/04/2020;Macaé;40;8
23/04/2020;Macaé;40;8
22/04/2020;Macaé;21;5
21/04/2020;Macaé;19;4
20/04/2020;Macaé;19;4
19/04/2020;Macaé;19;4
18/04/2020;Macaé;21;4
17/04/2020;Macaé;21;4
16/04/2020;Macaé;20;2
15/04/2020;Macaé;7;1
14/04/2020;Macaé;6;1
13/04/2020;Macaé;6;1
12/04/2020;Macaé;6;1
11/04/2020;Macaé;6;1
10/04/2020;Macaé;6;1
09/04/2020;Macaé;6;1
08/04/2020;Macaé;6;0
07/04/2020;Macaé;6;0
06/04/2020;Macaé;6;0
05/04/2020;Macaé;6;0
04/04/2020;Macaé;6;0
03/04/2020;Macaé;2;0
02/04/2020;Macaé;1;0
01/04/2020;Macaé;1;0
31/03/2020;Macaé;1;0
29/10/2020;Macuco;121;3
28/10/2020;Macuco;119;3
27/10/2020;Macuco;121;3
26/10/2020;Macuco;119;3
25/10/2020;Macuco;117;3
24/10/2020;Macuco;117;3
23/10/2020;Macuco;117;3
22/10/2020;Macuco;117;3
21/10/2020;Macuco;117;3
20/10/2020;Macuco;117;3
19/10/2020;Macuco;117;3
18/10/2020;Macuco;117;3
17/10/2020;Macuco;115;3
16/10/2020;Macuco;115;3
15/10/2020;Macuco;115;3
14/10/2020;Macuco;115;3
13/10/2020;Macuco;115;3
12/10/2020;Macuco;115;3
11/10/2020;Macuco;112;3
10/10/2020;Macuco;110;3
09/10/2020;Macuco;108;3
08/10/2020;Macuco;107;3
07/10/2020;Macuco;105;3
06/10/2020;Macuco;104;3
05/10/2020;Macuco;104;3
03/10/2020;Macuco;104;3
02/10/2020;Macuco;101;3
01/10/2020;Macuco;101;3
30/09/2020;Macuco;92;3
29/09/2020;Macuco;92;3
28/09/2020;Macuco;84;3
27/09/2020;Macuco;84;3
26/09/2020;Macuco;84;3
25/09/2020;Macuco;84;3
24/09/2020;Macuco;82;3
22/09/2020;Macuco;72;3
21/09/2020;Macuco;70;3
20/09/2020;Macuco;70;3
19/09/2020;Macuco;68;3
18/09/2020;Macuco;65;2
17/09/2020;Macuco;63;2
16/09/2020;Macuco;63;2
15/09/2020;Macuco;58;2
14/09/2020;Macuco;57;2
13/09/2020;Macuco;57;2
12/09/2020;Macuco;55;2
11/09/2020;Macuco;55;2
10/09/2020;Macuco;48;2
09/09/2020;Macuco;48;2
08/09/2020;Macuco;48;2
07/09/2020;Macuco;48;2
06/09/2020;Macuco;48;2
05/09/2020;Macuco;48;2
04/09/2020;Macuco;48;2
03/09/2020;Macuco;48;2
02/09/2020;Macuco;48;2
01/09/2020;Macuco;48;2
31/08/2020;Macuco;46;2
30/08/2020;Macuco;46;2
29/08/2020;Macuco;46;2
27/08/2020;Macuco;45;2
26/08/2020;Macuco;45;2
25/08/2020;Macuco;43;2
24/08/2020;Macuco;43;2
23/08/2020;Macuco;43;2
22/08/2020;Macuco;43;2
21/08/2020;Macuco;43;2
20/08/2020;Macuco;43;2
19/08/2020;Macuco;45;2
18/08/2020;Macuco;45;2
17/08/2020;Macuco;43;2
16/08/2020;Macuco;43;2
15/08/2020;Macuco;43;2
14/08/2020;Macuco;43;2
13/08/2020;Macuco;43;2
12/08/2020;Macuco;43;2
11/08/2020;Macuco;43;2
10/08/2020;Macuco;43;2
09/08/2020;Macuco;43;2
08/08/2020;Macuco;43;2
07/08/2020;Macuco;43;2
06/08/2020;Macuco;43;2
05/08/2020;Macuco;43;2
04/08/2020;Macuco;42;1
03/08/2020;Macuco;43;2
02/08/2020;Macuco;43;2
01/08/2020;Macuco;43;2
31/07/2020;Macuco;43;2
30/07/2020;Macuco;42;1
29/07/2020;Macuco;42;1
28/07/2020;Macuco;41;1
27/07/2020;Macuco;41;1
26/07/2020;Macuco;41;1
25/07/2020;Macuco;41;1
24/07/2020;Macuco;41;1
23/07/2020;Macuco;41;1
22/07/2020;Macuco;41;1
21/07/2020;Macuco;38;1
20/07/2020;Macuco;29;1
19/07/2020;Macuco;26;1
17/07/2020;Macuco;22;1
16/07/2020;Macuco;22;1
15/07/2020;Macuco;22;1
14/07/2020;Macuco;22;1
13/07/2020;Macuco;22;1
12/07/2020;Macuco;21;1
11/07/2020;Macuco;21;1
10/07/2020;Macuco;21;1
09/07/2020;Macuco;21;1
08/07/2020;Macuco;21;1
07/07/2020;Macuco;21;1
06/07/2020;Macuco;20;1
05/07/2020;Macuco;20;1
04/07/2020;Macuco;20;1
03/07/2020;Macuco;19;1
02/07/2020;Macuco;18;0
01/07/2020;Macuco;17;0
30/06/2020;Macuco;14;0
29/06/2020;Macuco;14;0
28/06/2020;Macuco;14;0
27/06/2020;Macuco;15;0
26/06/2020;Macuco;15;0
25/06/2020;Macuco;11;0
24/06/2020;Macuco;11;0
23/06/2020;Macuco;9;0
22/06/2020;Macuco;8;0
21/06/2020;Macuco;8;0
20/06/2020;Macuco;8;0
19/06/2020;Macuco;8;0
18/06/2020;Macuco;8;0
17/06/2020;Macuco;8;0
16/06/2020;Macuco;4;0
15/06/2020;Macuco;4;0
14/06/2020;Macuco;4;0
13/06/2020;Macuco;4;0
12/06/2020;Macuco;4;0
11/06/2020;Macuco;4;0
10/06/2020;Macuco;4;0
09/06/2020;Macuco;4;0
08/06/2020;Macuco;4;0
07/06/2020;Macuco;4;0
06/06/2020;Macuco;4;0
05/06/2020;Macuco;4;0
04/06/2020;Macuco;4;0
03/06/2020;Macuco;5;0
02/06/2020;Macuco;4;0
01/06/2020;Macuco;4;0
31/05/2020;Macuco;4;0
30/05/2020;Macuco;4;0
29/05/2020;Macuco;4;0
28/05/2020;Macuco;4;0
27/05/2020;Macuco;4;0
26/05/2020;Macuco;4;0
25/05/2020;Macuco;4;0
24/05/2020;Macuco;6;0
23/05/2020;Macuco;3;0
22/05/2020;Macuco;3;0
21/05/2020;Macuco;3;0
20/05/2020;Macuco;4;0
19/05/2020;Macuco;4;0
18/05/2020;Macuco;4;0
17/05/2020;Macuco;2;0
16/05/2020;Macuco;2;0
15/05/2020;Macuco;2;0
14/05/2020;Macuco;2;0
13/05/2020;Macuco;2;0
12/05/2020;Macuco;2;0
11/05/2020;Macuco;2;0
10/05/2020;Macuco;1;0
09/05/2020;Macuco;1;0
08/05/2020;Macuco;2;0
07/05/2020;Macuco;0;0
06/05/2020;Macuco;0;0
05/05/2020;Macuco;0;0
04/05/2020;Macuco;0;0
03/05/2020;Macuco;0;0
02/05/2020;Macuco;0;0
01/05/2020;Macuco;0;0
30/04/2020;Macuco;0;0
29/04/2020;Macuco;0;0
28/04/2020;Macuco;0;0
27/04/2020;Macuco;0;0
26/04/2020;Macuco;0;0
25/04/2020;Macuco;0;0
24/04/2020;Macuco;0;0
23/04/2020;Macuco;1;0
29/10/2020;Magé;4417;245
28/10/2020;Magé;4338;243
27/10/2020;Magé;4332;243
26/10/2020;Magé;4325;242
25/10/2020;Magé;4238;242
24/10/2020;Magé;4238;242
23/10/2020;Magé;4234;241
22/10/2020;Magé;4231;240
21/10/2020;Magé;4225;240
20/10/2020;Magé;4221;238
19/10/2020;Magé;4215;237
18/10/2020;Magé;4215;237
17/10/2020;Magé;4186;237
16/10/2020;Magé;4185;236
15/10/2020;Magé;4170;233
14/10/2020;Magé;4117;233
13/10/2020;Magé;4112;231
12/10/2020;Magé;4112;231
11/10/2020;Magé;4111;231
10/10/2020;Magé;4107;231
09/10/2020;Magé;4101;231
08/10/2020;Magé;4076;230
07/10/2020;Magé;3954;230
06/10/2020;Magé;3901;230
05/10/2020;Magé;3894;229
03/10/2020;Magé;3893;229
02/10/2020;Magé;3833;229
01/10/2020;Magé;3827;229
30/09/2020;Magé;3792;228
29/09/2020;Magé;3799;223
28/09/2020;Magé;3797;221
27/09/2020;Magé;3797;221
26/09/2020;Magé;3797;221
25/09/2020;Magé;3796;220
24/09/2020;Magé;3757;220
22/09/2020;Magé;3689;215
21/09/2020;Magé;3685;215
20/09/2020;Magé;3684;214
19/09/2020;Magé;3683;214
18/09/2020;Magé;3678;214
17/09/2020;Magé;3628;212
16/09/2020;Magé;3627;211
15/09/2020;Magé;3550;209
14/09/2020;Magé;3539;206
13/09/2020;Magé;3537;205
12/09/2020;Magé;3485;205
11/09/2020;Magé;3480;200
10/09/2020;Magé;3383;198
09/09/2020;Magé;3383;198
08/09/2020;Magé;3381;197
07/09/2020;Magé;3380;197
06/09/2020;Magé;3378;197
05/09/2020;Magé;3377;196
04/09/2020;Magé;3377;196
03/09/2020;Magé;3320;192
02/09/2020;Magé;3272;191
01/09/2020;Magé;3217;189
31/08/2020;Magé;3155;186
30/08/2020;Magé;3154;186
29/08/2020;Magé;3152;186
27/08/2020;Magé;2986;184
26/08/2020;Magé;2901;184
25/08/2020;Magé;2885;183
24/08/2020;Magé;2837;183
23/08/2020;Magé;2837;183
22/08/2020;Magé;2837;183
21/08/2020;Magé;2802;182
20/08/2020;Magé;2802;182
19/08/2020;Magé;2743;180
18/08/2020;Magé;2729;178
17/08/2020;Magé;2708;174
16/08/2020;Magé;2704;174
15/08/2020;Magé;2669;174
14/08/2020;Magé;2669;174
13/08/2020;Magé;2662;169
12/08/2020;Magé;2651;167
11/08/2020;Magé;2621;167
10/08/2020;Magé;2613;166
09/08/2020;Magé;2605;166
08/08/2020;Magé;2605;166
07/08/2020;Magé;2593;166
06/08/2020;Magé;2563;165
05/08/2020;Magé;2549;164
04/08/2020;Magé;2519;162
03/08/2020;Magé;2514;160
02/08/2020;Magé;2512;160
01/08/2020;Magé;2512;160
31/07/2020;Magé;2507;158
30/07/2020;Magé;2500;158
29/07/2020;Magé;2481;158
28/07/2020;Magé;2448;158
27/07/2020;Magé;2441;155
26/07/2020;Magé;2441;155
25/07/2020;Magé;2441;155
24/07/2020;Magé;2435;153
23/07/2020;Magé;2426;153
22/07/2020;Magé;2327;153
21/07/2020;Magé;2060;151
20/07/2020;Magé;1898;151
19/07/2020;Magé;1864;150
17/07/2020;Magé;1843;149
16/07/2020;Magé;1861;149
15/07/2020;Magé;1861;149
14/07/2020;Magé;1815;147
13/07/2020;Magé;1812;145
12/07/2020;Magé;1788;144
11/07/2020;Magé;1788;144
10/07/2020;Magé;1784;140
09/07/2020;Magé;1783;140
08/07/2020;Magé;1748;140
07/07/2020;Magé;1715;139
06/07/2020;Magé;1692;135
05/07/2020;Magé;1690;135
04/07/2020;Magé;1688;135
03/07/2020;Magé;1677;135
02/07/2020;Magé;1663;135
01/07/2020;Magé;1654;132
30/06/2020;Magé;1620;132
29/06/2020;Magé;1619;132
28/06/2020;Magé;1619;132
27/06/2020;Magé;1609;132
26/06/2020;Magé;1610;132
25/06/2020;Magé;1594;132
24/06/2020;Magé;1562;132
23/06/2020;Magé;1496;128
22/06/2020;Magé;1375;126
21/06/2020;Magé;1327;124
20/06/2020;Magé;1323;124
19/06/2020;Magé;1337;122
18/06/2020;Magé;1200;120
17/06/2020;Magé;1200;119
16/06/2020;Magé;1188;114
15/06/2020;Magé;1209;112
14/06/2020;Magé;1185;112
13/06/2020;Magé;1168;112
12/06/2020;Magé;1205;112
11/06/2020;Magé;1136;112
10/06/2020;Magé;1104;110
09/06/2020;Magé;960;107
08/06/2020;Magé;961;98
07/06/2020;Magé;918;98
06/06/2020;Magé;802;98
05/06/2020;Magé;786;98
04/06/2020;Magé;768;98
03/06/2020;Magé;714;95
02/06/2020;Magé;652;89
01/06/2020;Magé;657;89
31/05/2020;Magé;655;89
30/05/2020;Magé;656;89
29/05/2020;Magé;599;89
28/05/2020;Magé;531;82
27/05/2020;Magé;467;79
26/05/2020;Magé;434;78
25/05/2020;Magé;429;76
24/05/2020;Magé;385;76
23/05/2020;Magé;384;75
22/05/2020;Magé;378;69
21/05/2020;Magé;351;37
20/05/2020;Magé;350;36
19/05/2020;Magé;349;35
18/05/2020;Magé;348;34
17/05/2020;Magé;247;34
16/05/2020;Magé;247;34
15/05/2020;Magé;241;27
14/05/2020;Magé;234;20
13/05/2020;Magé;225;13
12/05/2020;Magé;225;13
11/05/2020;Magé;219;12
10/05/2020;Magé;194;12
09/05/2020;Magé;196;12
08/05/2020;Magé;190;11
07/05/2020;Magé;142;9
06/05/2020;Magé;134;6
05/05/2020;Magé;122;6
04/05/2020;Magé;120;6
03/05/2020;Magé;119;6
02/05/2020;Magé;113;5
01/05/2020;Magé;113;5
30/04/2020;Magé;88;5
29/04/2020;Magé;75;5
28/04/2020;Magé;75;5
27/04/2020;Magé;73;5
26/04/2020;Magé;66;5
25/04/2020;Magé;55;4
24/04/2020;Magé;52;4
23/04/2020;Magé;52;3
22/04/2020;Magé;38;3
21/04/2020;Magé;35;3
20/04/2020;Magé;35;3
19/04/2020;Magé;33;3
18/04/2020;Magé;33;3
17/04/2020;Magé;33;3
16/04/2020;Magé;28;3
15/04/2020;Magé;28;3
14/04/2020;Magé;21;1
13/04/2020;Magé;20;1
12/04/2020;Magé;20;0
11/04/2020;Magé;11;0
10/04/2020;Magé;11;0
09/04/2020;Magé;9;0
08/04/2020;Magé;7;0
07/04/2020;Magé;7;0
06/04/2020;Magé;5;0
05/04/2020;Magé;5;0
04/04/2020;Magé;5;0
03/04/2020;Magé;4;0
02/04/2020;Magé;3;0
29/10/2020;Mangaratiba;1132;43
28/10/2020;Mangaratiba;1130;43
27/10/2020;Mangaratiba;1125;43
26/10/2020;Mangaratiba;1105;42
25/10/2020;Mangaratiba;1089;42
24/10/2020;Mangaratiba;1089;42
23/10/2020;Mangaratiba;1069;42
22/10/2020;Mangaratiba;1038;41
21/10/2020;Mangaratiba;1020;40
20/10/2020;Mangaratiba;1017;40
19/10/2020;Mangaratiba;998;40
18/10/2020;Mangaratiba;998;40
17/10/2020;Mangaratiba;954;40
16/10/2020;Mangaratiba;954;40
15/10/2020;Mangaratiba;949;40
14/10/2020;Mangaratiba;936;40
13/10/2020;Mangaratiba;935;40
12/10/2020;Mangaratiba;935;40
11/10/2020;Mangaratiba;935;40
10/10/2020;Mangaratiba;935;40
09/10/2020;Mangaratiba;931;40
08/10/2020;Mangaratiba;927;40
07/10/2020;Mangaratiba;909;39
06/10/2020;Mangaratiba;869;38
05/10/2020;Mangaratiba;837;38
03/10/2020;Mangaratiba;834;38
02/10/2020;Mangaratiba;833;38
01/10/2020;Mangaratiba;822;38
30/09/2020;Mangaratiba;809;38
29/09/2020;Mangaratiba;808;38
28/09/2020;Mangaratiba;790;38
27/09/2020;Mangaratiba;790;38
26/09/2020;Mangaratiba;790;38
25/09/2020;Mangaratiba;790;38
24/09/2020;Mangaratiba;786;37
22/09/2020;Mangaratiba;746;37
21/09/2020;Mangaratiba;745;37
20/09/2020;Mangaratiba;745;37
19/09/2020;Mangaratiba;745;37
18/09/2020;Mangaratiba;736;37
17/09/2020;Mangaratiba;724;36
16/09/2020;Mangaratiba;724;36
15/09/2020;Mangaratiba;722;35
14/09/2020;Mangaratiba;720;35
13/09/2020;Mangaratiba;720;35
12/09/2020;Mangaratiba;718;35
11/09/2020;Mangaratiba;718;35
10/09/2020;Mangaratiba;687;35
09/09/2020;Mangaratiba;687;35
08/09/2020;Mangaratiba;687;35
07/09/2020;Mangaratiba;687;35
06/09/2020;Mangaratiba;687;35
05/09/2020;Mangaratiba;687;35
04/09/2020;Mangaratiba;686;34
03/09/2020;Mangaratiba;686;34
02/09/2020;Mangaratiba;683;34
01/09/2020;Mangaratiba;678;34
31/08/2020;Mangaratiba;668;34
30/08/2020;Mangaratiba;668;34
29/08/2020;Mangaratiba;667;34
27/08/2020;Mangaratiba;660;34
26/08/2020;Mangaratiba;659;33
25/08/2020;Mangaratiba;654;32
24/08/2020;Mangaratiba;649;31
23/08/2020;Mangaratiba;649;31
22/08/2020;Mangaratiba;648;31
21/08/2020;Mangaratiba;634;31
20/08/2020;Mangaratiba;634;31
19/08/2020;Mangaratiba;633;31
18/08/2020;Mangaratiba;632;30
17/08/2020;Mangaratiba;606;29
16/08/2020;Mangaratiba;605;29
15/08/2020;Mangaratiba;599;29
14/08/2020;Mangaratiba;599;29
13/08/2020;Mangaratiba;599;29
12/08/2020;Mangaratiba;598;29
11/08/2020;Mangaratiba;591;29
10/08/2020;Mangaratiba;584;29
09/08/2020;Mangaratiba;580;29
08/08/2020;Mangaratiba;580;29
07/08/2020;Mangaratiba;579;29
06/08/2020;Mangaratiba;578;29
05/08/2020;Mangaratiba;573;29
04/08/2020;Mangaratiba;562;29
03/08/2020;Mangaratiba;562;29
02/08/2020;Mangaratiba;562;29
01/08/2020;Mangaratiba;562;29
31/07/2020;Mangaratiba;561;28
30/07/2020;Mangaratiba;558;28
29/07/2020;Mangaratiba;556;28
28/07/2020;Mangaratiba;542;28
27/07/2020;Mangaratiba;518;27
26/07/2020;Mangaratiba;495;27
25/07/2020;Mangaratiba;495;27
24/07/2020;Mangaratiba;476;27
23/07/2020;Mangaratiba;427;27
22/07/2020;Mangaratiba;426;27
21/07/2020;Mangaratiba;413;27
20/07/2020;Mangaratiba;395;25
19/07/2020;Mangaratiba;391;25
17/07/2020;Mangaratiba;391;25
16/07/2020;Mangaratiba;393;25
15/07/2020;Mangaratiba;393;25
14/07/2020;Mangaratiba;390;25
13/07/2020;Mangaratiba;389;25
12/07/2020;Mangaratiba;385;25
11/07/2020;Mangaratiba;385;25
10/07/2020;Mangaratiba;385;25
09/07/2020;Mangaratiba;385;24
08/07/2020;Mangaratiba;381;24
07/07/2020;Mangaratiba;380;24
06/07/2020;Mangaratiba;378;24
05/07/2020;Mangaratiba;375;24
04/07/2020;Mangaratiba;375;24
03/07/2020;Mangaratiba;375;24
02/07/2020;Mangaratiba;372;24
01/07/2020;Mangaratiba;370;24
30/06/2020;Mangaratiba;367;24
29/06/2020;Mangaratiba;366;24
28/06/2020;Mangaratiba;365;24
27/06/2020;Mangaratiba;329;24
26/06/2020;Mangaratiba;329;24
25/06/2020;Mangaratiba;310;24
24/06/2020;Mangaratiba;308;24
23/06/2020;Mangaratiba;289;22
22/06/2020;Mangaratiba;257;21
21/06/2020;Mangaratiba;254;21
20/06/2020;Mangaratiba;250;21
19/06/2020;Mangaratiba;229;21
18/06/2020;Mangaratiba;203;21
17/06/2020;Mangaratiba;195;9
16/06/2020;Mangaratiba;189;7
15/06/2020;Mangaratiba;183;7
14/06/2020;Mangaratiba;182;7
13/06/2020;Mangaratiba;180;7
12/06/2020;Mangaratiba;180;7
11/06/2020;Mangaratiba;168;7
10/06/2020;Mangaratiba;167;7
09/06/2020;Mangaratiba;168;6
08/06/2020;Mangaratiba;152;6
07/06/2020;Mangaratiba;153;6
06/06/2020;Mangaratiba;153;7
05/06/2020;Mangaratiba;149;7
04/06/2020;Mangaratiba;136;7
03/06/2020;Mangaratiba;136;7
02/06/2020;Mangaratiba;134;7
01/06/2020;Mangaratiba;122;6
31/05/2020;Mangaratiba;121;6
30/05/2020;Mangaratiba;120;6
29/05/2020;Mangaratiba;112;6
28/05/2020;Mangaratiba;108;5
27/05/2020;Mangaratiba;105;4
26/05/2020;Mangaratiba;78;4
25/05/2020;Mangaratiba;81;3
24/05/2020;Mangaratiba;79;3
23/05/2020;Mangaratiba;42;3
22/05/2020;Mangaratiba;42;3
21/05/2020;Mangaratiba;42;3
20/05/2020;Mangaratiba;41;2
19/05/2020;Mangaratiba;41;2
18/05/2020;Mangaratiba;41;2
17/05/2020;Mangaratiba;24;2
16/05/2020;Mangaratiba;24;2
15/05/2020;Mangaratiba;24;2
14/05/2020;Mangaratiba;24;2
13/05/2020;Mangaratiba;24;2
12/05/2020;Mangaratiba;24;2
11/05/2020;Mangaratiba;21;2
10/05/2020;Mangaratiba;19;2
09/05/2020;Mangaratiba;20;2
08/05/2020;Mangaratiba;18;2
07/05/2020;Mangaratiba;15;2
06/05/2020;Mangaratiba;13;2
05/05/2020;Mangaratiba;13;2
04/05/2020;Mangaratiba;13;2
03/05/2020;Mangaratiba;9;2
02/05/2020;Mangaratiba;8;2
01/05/2020;Mangaratiba;7;2
30/04/2020;Mangaratiba;7;2
29/04/2020;Mangaratiba;6;2
28/04/2020;Mangaratiba;6;2
27/04/2020;Mangaratiba;6;2
26/04/2020;Mangaratiba;6;2
25/04/2020;Mangaratiba;6;2
24/04/2020;Mangaratiba;6;2
23/04/2020;Mangaratiba;6;2
22/04/2020;Mangaratiba;5;2
21/04/2020;Mangaratiba;5;2
20/04/2020;Mangaratiba;5;2
19/04/2020;Mangaratiba;5;2
18/04/2020;Mangaratiba;5;2
17/04/2020;Mangaratiba;5;2
16/04/2020;Mangaratiba;5;2
15/04/2020;Mangaratiba;5;2
14/04/2020;Mangaratiba;4;2
13/04/2020;Mangaratiba;3;1
12/04/2020;Mangaratiba;3;1
11/04/2020;Mangaratiba;3;1
10/04/2020;Mangaratiba;3;1
09/04/2020;Mangaratiba;2;0
08/04/2020;Mangaratiba;2;0
07/04/2020;Mangaratiba;2;0
06/04/2020;Mangaratiba;2;0
05/04/2020;Mangaratiba;2;0
04/04/2020;Mangaratiba;2;0
03/04/2020;Mangaratiba;1;0
02/04/2020;Mangaratiba;1;0
01/04/2020;Mangaratiba;1;0
31/03/2020;Mangaratiba;1;0
30/03/2020;Mangaratiba;1;0
29/03/2020;Mangaratiba;1;0
28/03/2020;Mangaratiba;1;0
29/10/2020;Maricá;3987;129
28/10/2020;Maricá;3976;129
27/10/2020;Maricá;3969;129
26/10/2020;Maricá;3964;129
25/10/2020;Maricá;3886;129
24/10/2020;Maricá;3886;129
23/10/2020;Maricá;3877;129
22/10/2020;Maricá;3870;129
21/10/2020;Maricá;3864;129
20/10/2020;Maricá;3854;129
19/10/2020;Maricá;3849;128
18/10/2020;Maricá;3849;128
17/10/2020;Maricá;3829;128
16/10/2020;Maricá;3828;127
15/10/2020;Maricá;3823;126
14/10/2020;Maricá;3821;126
13/10/2020;Maricá;3799;126
12/10/2020;Maricá;3799;126
11/10/2020;Maricá;3799;126
10/10/2020;Maricá;3799;126
09/10/2020;Maricá;3703;125
08/10/2020;Maricá;3687;125
07/10/2020;Maricá;3655;125
06/10/2020;Maricá;3636;125
05/10/2020;Maricá;3627;125
03/10/2020;Maricá;3625;125
02/10/2020;Maricá;3615;124
01/10/2020;Maricá;3604;122
30/09/2020;Maricá;3593;119
29/09/2020;Maricá;3588;119
28/09/2020;Maricá;3564;119
27/09/2020;Maricá;3564;119
26/09/2020;Maricá;3564;119
25/09/2020;Maricá;3563;118
24/09/2020;Maricá;3529;118
22/09/2020;Maricá;3489;117
21/09/2020;Maricá;3486;117
20/09/2020;Maricá;3487;118
19/09/2020;Maricá;3488;119
18/09/2020;Maricá;3471;117
17/09/2020;Maricá;3445;114
16/09/2020;Maricá;3445;114
15/09/2020;Maricá;3440;113
14/09/2020;Maricá;3430;112
13/09/2020;Maricá;3427;112
12/09/2020;Maricá;3377;112
11/09/2020;Maricá;3374;109
10/09/2020;Maricá;3208;109
09/09/2020;Maricá;3207;109
08/09/2020;Maricá;3207;109
07/09/2020;Maricá;3207;109
06/09/2020;Maricá;3204;109
05/09/2020;Maricá;3204;109
04/09/2020;Maricá;3203;108
03/09/2020;Maricá;3193;108
02/09/2020;Maricá;3176;108
01/09/2020;Maricá;3133;108
31/08/2020;Maricá;3120;106
30/08/2020;Maricá;3104;106
29/08/2020;Maricá;3104;106
27/08/2020;Maricá;3005;99
26/08/2020;Maricá;2963;98
25/08/2020;Maricá;2913;98
24/08/2020;Maricá;2877;90
23/08/2020;Maricá;2877;90
22/08/2020;Maricá;2874;90
21/08/2020;Maricá;2756;90
20/08/2020;Maricá;2755;89
19/08/2020;Maricá;2701;89
18/08/2020;Maricá;2662;89
17/08/2020;Maricá;2608;87
16/08/2020;Maricá;2601;87
15/08/2020;Maricá;2509;87
14/08/2020;Maricá;2509;87
13/08/2020;Maricá;2508;87
12/08/2020;Maricá;2457;87
11/08/2020;Maricá;2424;87
10/08/2020;Maricá;2410;87
09/08/2020;Maricá;2393;87
08/08/2020;Maricá;2392;87
07/08/2020;Maricá;2347;86
06/08/2020;Maricá;2285;86
05/08/2020;Maricá;2254;86
04/08/2020;Maricá;2180;83
03/08/2020;Maricá;2176;83
02/08/2020;Maricá;2166;83
01/08/2020;Maricá;2166;83
31/07/2020;Maricá;2125;83
30/07/2020;Maricá;2096;82
29/07/2020;Maricá;2059;81
28/07/2020;Maricá;2040;81
27/07/2020;Maricá;1998;75
26/07/2020;Maricá;1985;75
25/07/2020;Maricá;1985;75
24/07/2020;Maricá;1950;75
23/07/2020;Maricá;1914;73
22/07/2020;Maricá;1857;73
21/07/2020;Maricá;1900;73
20/07/2020;Maricá;1956;71
19/07/2020;Maricá;1796;71
17/07/2020;Maricá;1618;68
16/07/2020;Maricá;1610;68
15/07/2020;Maricá;1610;68
14/07/2020;Maricá;1562;67
13/07/2020;Maricá;1557;66
12/07/2020;Maricá;1521;66
11/07/2020;Maricá;1521;66
